# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1; CID+2441
5C40 E0100; Adobe-Japan1; CID+15815
5C41 E0100; Adobe-Japan1; CID+15816
5C45 E0100; Adobe-Japan1; CID+15823
5C46 E0100; Adobe-Japan1; CID+15825
5C48 E0100; Adobe-Japan1; CID+15828
5C4A E0100; Adobe-Japan1; CID+15831
5C4B E0100; Adobe-Japan1; CID+15832
5C4D E0100; Adobe-Japan1; CID+15835
5C4E E0100; Adobe-Japan1; CID+15838
5C4F E0100; Adobe-Japan1; CID+15840
5C50 E0100; Adobe-Japan1; CID+15842
5C51 E0100; Adobe-Japan1; CID+61949
5C51 E0101; Adobe-Japan1; CID+15843
5C53 E0100; Adobe-Japan1; CID+15847
5C55 E0100; Adobe-Japan1; CID+15850
5C59 E0100; Adobe-Japan1; CID+15855
5C5A E0100; Adobe-Japan1; CID+15856
5C5B E0100; Adobe-Japan1; CID+15857
5C5C E0100; Adobe-Japan1; CID+15858
5C5E E0100; Adobe-Japan1; CID+15862
5C5F E0100; Adobe-Japan1; CID+15864
5C60 E0100; Adobe-Japan1; CID+61950
5C60 E0101; Adobe-Japan1; CID+15865
5C61 E0100; Adobe-Japan1; CID+15866
5C62 E0100; Adobe-Japan1; CID+15868
5C63 E0100; Adobe-Japan1; CID+15872
5C64 E0100; Adobe-Japan1; CID+15873
5C64 E0101; Adobe-Japan1; CID+58964
5C65 E0100; Adobe-Japan1; CID+15876
5C67 E0100; Adobe-Japan1; CID+15880
5C68 E0100; Adobe-Japan1; CID+15882
5C69 E0100; Adobe-Japan1; CID+15886
5C6C E0100; Adobe-Japan1; CID+15889
5C6D E0100; Adobe-Japan1; CID+15891
5C6E E0100; Adobe-Japan1; CID+58965
5C6E E0101; Adobe-Japan1; CID+15892
5C6F E0100; Adobe-Japan1; CID+15894
5C70 E0100; Adobe-Japan1; CID+15896
5C71 E0100; Adobe-Japan1; CID+15898
5C74 E0100; Adobe-Japan1; CID+15904
5C75 E0100; Adobe-Japan1; CID+15905
5C76 E0100; Adobe-Japan1; CID+15906
5C79 E0100; Adobe-Japan1; CID+15910
5C7A E0100; Adobe-Japan1; CID+15913
5C7B E0100; Adobe-Japan1; CID+15916
5C7C E0100; Adobe-Japan1; CID+15919
5C7D E0100; Adobe-Japan1; CID+15922
5C87 E0100; Adobe-Japan1; CID+15936
5C88 E0100; Adobe-Japan1; CID+15938
5C8A E0100; Adobe-Japan1; CID+15944
5C8C E0100; Adobe-Japan1; CID+15949
5C8F E0100; Adobe-Japan1; CID+15954
5C90 E0100; Adobe-Japan1; CID+15957
5C91 E0100; Adobe-Japan1; CID+15960
5C92 E0100; Adobe-Japan1; CID+15963
5C94 E0100; Adobe-Japan1; CID+15968
5C9D E0100; Adobe-Japan1; CID+15979
5C9F E0100; Adobe-Japan1; CID+15982
5CA0 E0100; Adobe-Japan1; CID+15985
5CA1 E0100; Adobe-Japan1; CID+15988
5CA2 E0100; Adobe-Japan1; CID+15990
5CA3 E0100; Adobe-Japan1; CID+15991
5CA6 E0100; Adobe-Japan1; CID+16000
5CA7 E0100; Adobe-Japan1; CID+16002
5CA8 E0100; Adobe-Japan1; CID+16003
5CA9 E0100; Adobe-Japan1; CID+16006
5CAA E0100; Adobe-Japan1; CID+16007
5CAB E0100; Adobe-Japan1; CID+16009
5CAC E0100; Adobe-Japan1; CID+16012
5CAD E0100; Adobe-Japan1; CID+16015
5CB1 E0100; Adobe-Japan1; CID+16025
5CB2 E0100; Adobe-Japan1; CID+16027
5CB3 E0100; Adobe-Japan1; CID+16028
5CB4 E0100; Adobe-Japan1; CID+16030
5CB5 E0100; Adobe-Japan1; CID+16032
5CB6 E0100; Adobe-Japan1; CID+16035
5CB7 E0100; Adobe-Japan1; CID+16038
5CB8 E0100; Adobe-Japan1; CID+16041
5CBA E0100; Adobe-Japan1; CID+16043
5CBB E0100; Adobe-Japan1; CID+16046
5CBC E0100; Adobe-Japan1; CID+16048
5CBE E0100; Adobe-Japan1; CID+16051
5CC5 E0100; Adobe-Japan1; CID+16060
5CC7 E0100; Adobe-Japan1; CID+16064
5CC9 E0100; Adobe-Japan1; CID+16068
5CCB E0100; Adobe-Japan1; CID+16070
5CD0 E0100; Adobe-Japan1; CID+16079
5CD2 E0100; Adobe-Japan1; CID+16084
5CD7 E0100; Adobe-Japan1; CID+16095
5CD9 E0100; Adobe-Japan1; CID+16100
5CDD E0100; Adobe-Japan1; CID+16108
5CE0 E0100; Adobe-Japan1; CID+16112
5CE1 E0100; Adobe-Japan1; CID+16113
5CE6 E0100; Adobe-Japan1; CID+16120
5CE8 E0100; Adobe-Japan1; CID+16123
5CE9 E0100; Adobe-Japan1; CID+16126
5CEA E0100; Adobe-Japan1; CID+16127
5CED E0100; Adobe-Japan1; CID+16133
5CEE E0100; Adobe-Japan1; CID+16137
5CEF E0100; Adobe-Japan1; CID+16140
5CF0 E0100; Adobe-Japan1; CID+16143
5CF1 E0100; Adobe-Japan1; CID+16146
5CF2 E0100; Adobe-Japan1; CID+16149
5CF4 E0100; Adobe-Japan1; CID+16151
5CF5 E0100; Adobe-Japan1; CID+16154
5CF6 E0100; Adobe-Japan1; CID+16157
5CFA E0100; Adobe-Japan1; CID+16164
5CFB E0100; Adobe-Japan1; CID+16166
5CFD E0100; Adobe-Japan1; CID+16172
5D01 E0100; Adobe-Japan1; CID+16179
5D06 E0100; Adobe-Japan1; CID+16185
5D07 E0100; Adobe-Japan1; CID+16188
5D0B E0100; Adobe-Japan1; CID+16194
5D0D E0100; Adobe-Japan1; CID+16198
5D0E E0100; Adobe-Japan1; CID+16201
5D10 E0100; Adobe-Japan1; CID+16206
5D11 E0100; Adobe-Japan1; CID+16209
5D12 E0100; Adobe-Japan1; CID+16212
5D14 E0100; Adobe-Japan1; CID+16215
5D15 E0100; Adobe-Japan1; CID+16217
5D16 E0100; Adobe-Japan1; CID+16220
5D17 E0100; Adobe-Japan1; CID+16221
5D18 E0100; Adobe-Japan1; CID+16223
5D19 E0100; Adobe-Japan1; CID+16226
5D1A E0100; Adobe-Japan1; CID+16228
5D1B E0100; Adobe-Japan1; CID+16232
5D1D E0100; Adobe-Japan1; CID+16236
5D1F E0100; Adobe-Japan1; CID+16242
5D20 E0100; Adobe-Japan1; CID+16244
5D22 E0100; Adobe-Japan1; CID+16248
5D23 E0100; Adobe-Japan1; CID+16251
5D24 E0100; Adobe-Japan1; CID+16254
5D26 E0100; Adobe-Japan1; CID+16260
5D27 E0100; Adobe-Japan1; CID+16264
5D29 E0100; Adobe-Japan1; CID+16269
5D29 E0101; Adobe-Japan1; CID+62272
5D2B E0100; Adobe-Japan1; CID+16271
5D31 E0100; Adobe-Japan1; CID+16280
5D34 E0100; Adobe-Japan1; CID+16286
5D39 E0100; Adobe-Japan1; CID+16296
5D3D E0100; Adobe-Japan1; CID+16304
5D3F E0100; Adobe-Japan1; CID+16307
5D42 E0100; Adobe-Japan1; CID+16314
5D43 E0100; Adobe-Japan1; CID+16315
5D46 E0100; Adobe-Japan1; CID+16321
5D47 E0100; Adobe-Japan1; CID+16324
5D48 E0100; Adobe-Japan1; CID+16326
5D4A E0100; Adobe-Japan1; CID+16331
5D4B E0100; Adobe-Japan1; CID+16334
5D4C E0100; Adobe-Japan1; CID+16337
5D4E E0100; Adobe-Japan1; CID+16340
5D4E E0101; Adobe-Japan1; CID+62273
5D50 E0100; Adobe-Japan1; CID+16344
5D51 E0100; Adobe-Japan1; CID+16346
5D52 E0100; Adobe-Japan1; CID+16350
5D53 E0100; Adobe-Japan1; CID+16352
5D55 E0100; Adobe-Japan1; CID+16355
5D59 E0100; Adobe-Japan1; CID+16363
5D5C E0100; Adobe-Japan1; CID+16366
5D5F E0100; Adobe-Japan1; CID+16371
5D60 E0100; Adobe-Japan1; CID+16373
5D61 E0100; Adobe-Japan1; CID+16375
5D62 E0100; Adobe-Japan1; CID+16377
5D64 E0100; Adobe-Japan1; CID+16382
5D69 E0100; Adobe-Japan1; CID+16392
5D6A E0100; Adobe-Japan1; CID+16394
5D6C E0100; Adobe-Japan1; CID+16398
5D6D E0100; Adobe-Japan1; CID+16401
5D6F E0100; Adobe-Japan1; CID+16404
5D70 E0100; Adobe-Japan1; CID+16407
5D73 E0100; Adobe-Japan1; CID+16416
5D76 E0100; Adobe-Japan1; CID+16421
5D79 E0100; Adobe-Japan1; CID+16426
5D7A E0100; Adobe-Japan1; CID+16429
5D7E E0100; Adobe-Japan1; CID+16438
5D7F E0100; Adobe-Japan1; CID+16440
5D81 E0100; Adobe-Japan1; CID+16443
5D82 E0100; Adobe-Japan1; CID+16447
5D83 E0100; Adobe-Japan1; CID+16450
5D84 E0100; Adobe-Japan1; CID+16451
5D87 E0100; Adobe-Japan1; CID+16458
5D87 E0101; Adobe-Japan1; CID+62274
5D88 E0100; Adobe-Japan1; CID+16461
5D8A E0100; Adobe-Japan1; CID+16465
5D8B E0100; Adobe-Japan1; CID+16467
5D8C E0100; Adobe-Japan1; CID+16470
5D90 E0100; Adobe-Japan1; CID+16475
5D92 E0100; Adobe-Japan1; CID+16477
5D93 E0100; Adobe-Japan1; CID+16481
5D94 E0100; Adobe-Japan1; CID+16485
5D95 E0100; Adobe-Japan1; CID+16487
5D97 E0100; Adobe-Japan1; CID+16491
5D99 E0100; Adobe-Japan1; CID+16495
5D9B E0100; Adobe-Japan1; CID+16500
5D9D E0100; Adobe-Japan1; CID+16505
5D9F E0100; Adobe-Japan1; CID+16510
5DA0 E0100; Adobe-Japan1; CID+16513
5DA2 E0100; Adobe-Japan1; CID+16517
5DA4 E0100; Adobe-Japan1; CID+16521
5DA7 E0100; Adobe-Japan1; CID+16525
5DAB E0100; Adobe-Japan1; CID+16533
5DAC E0100; Adobe-Japan1; CID+16536
5DAE E0100; Adobe-Japan1; CID+16540
5DB0 E0100; Adobe-Japan1; CID+16545
5DB2 E0100; Adobe-Japan1; CID+61886
5DB2 E0101; Adobe-Japan1; CID+16551
5DB4 E0100; Adobe-Japan1; CID+16554
5DB7 E0100; Adobe-Japan1; CID+16562
5DB8 E0100; Adobe-Japan1; CID+16564
5DB9 E0100; Adobe-Japan1; CID+16568
5DBA E0100; Adobe-Japan1; CID+16571
5DBC E0100; Adobe-Japan1; CID+16575
5DBD E0100; Adobe-Japan1; CID+16578
5DC3 E0100; Adobe-Japan1; CID+16588
5DC7 E0100; Adobe-Japan1; CID+16595
5DC9 E0100; Adobe-Japan1; CID+16599
5DC9 E0101; Adobe-Japan1; CID+62275
5DCB E0100; Adobe-Japan1; CID+16603
5DCC E0100; Adobe-Japan1; CID+16605
5DCC E0101; Adobe-Japan1; CID+62276
5DCD E0100; Adobe-Japan1; CID+16607
5DCE E0100; Adobe-Japan1; CID+16610
5DD0 E0100; Adobe-Japan1; CID+16614
5DD1 E0100; Adobe-Japan1; CID+16616
5DD2 E0100; Adobe-Japan1; CID+16619
5DD3 E0100; Adobe-Japan1; CID+16621
5DD3 E0101; Adobe-Japan1; CID+62277
5DD6 E0100; Adobe-Japan1; CID+16626
5DD7 E0100; Adobe-Japan1; CID+16628
5DD8 E0100; Adobe-Japan1; CID+16631
5DD9 E0100; Adobe-Japan1; CID+16634
5DDB E0100; Adobe-Japan1; CID+16637
5DDD E0100; Adobe-Japan1; CID+16639
5DDE E0100; Adobe-Japan1; CID+16640
5DE0 E0100; Adobe-Japan1; CID+16645
5DE1 E0100; Adobe-Japan1; CID+16646
5DE1 E0101; Adobe-Japan1; CID+62278
5DE2 E0100; Adobe-Japan1; CID+16649
5DE3 E0100; Adobe-Japan1; CID+16650
5DE4 E0100; Adobe-Japan1; CID+16651
5DE5 E0100; Adobe-Japan1; CID+16653
5DE5 E0101; Adobe-Japan1; CID+62279
5DE6 E0100; Adobe-Japan1; CID+16654
5DE7 E0100; Adobe-Japan1; CID+16655
5DE8 E0100; Adobe-Japan1; CID+16657
5DE8 E0101; Adobe-Japan1; CID+62280
5DE9 E0100; Adobe-Japan1; CID+16659
5DEB E0100; Adobe-Japan1; CID+16662
5DEE E0100; Adobe-Japan1; CID+16665
5DF1 E0100; Adobe-Japan1; CID+16670
5DF2 E0100; Adobe-Japan1; CID+16671
5DF3 E0100; Adobe-Japan1; CID+16672
5DF4 E0100; Adobe-Japan1; CID+16673
5DF5 E0100; Adobe-Japan1; CID+16674
5DF7 E0100; Adobe-Japan1; CID+61951
5DF7 E0101; Adobe-Japan1; CID+16677
5DF8 E0100; Adobe-Japan1; CID+16678
5DF9 E0100; Adobe-Japan1; CID+16680
5DFB E0100; Adobe-Japan1; CID+16683
5DFD E0100; Adobe-Japan1; CID+61855
5DFD E0101; Adobe-Japan1; CID+16685
5DFE E0100; Adobe-Japan1; CID+16688
5DFF E0100; Adobe-Japan1; CID+16689
5E00 E0100; Adobe-Japan1; CID+16690
5E02 E0100; Adobe-Japan1; CID+16692
5E03 E0100; Adobe-Japan1; CID+16694
5E06 E0100; Adobe-Japan1; CID+16697
5E06 E0101; Adobe-Japan1; CID+62281
5E07 E0100; Adobe-Japan1; CID+16699
5E0B E0100; Adobe-Japan1; CID+16704
5E0C E0100; Adobe-Japan1; CID+16706
5E0D E0100; Adobe-Japan1; CID+16707
5E11 E0100; Adobe-Japan1; CID+16712
5E12 E0100; Adobe-Japan1; CID+16715
5E14 E0100; Adobe-Japan1; CID+16717
5E15 E0100; Adobe-Japan1; CID+16718
5E16 E0100; Adobe-Japan1; CID+16719
5E18 E0100; Adobe-Japan1; CID+16722
5E19 E0100; Adobe-Japan1; CID+16725
5E1A E0100; Adobe-Japan1; CID+16726
5E1B E0100; Adobe-Japan1; CID+16728
5E1D E0100; Adobe-Japan1; CID+16730
5E1D E0101; Adobe-Japan1; CID+62282
5E1F E0100; Adobe-Japan1; CID+16733
5E20 E0100; Adobe-Japan1; CID+16737
5E25 E0100; Adobe-Japan1; CID+16744
5E28 E0100; Adobe-Japan1; CID+16747
5E2B E0100; Adobe-Japan1; CID+16753
5E2D E0100; Adobe-Japan1; CID+16755
5E2E E0100; Adobe-Japan1; CID+16757
5E2F E0100; Adobe-Japan1; CID+16759
5E30 E0100; Adobe-Japan1; CID+16760
5E30 E0101; Adobe-Japan1; CID+62283
5E32 E0100; Adobe-Japan1; CID+16762
5E33 E0100; Adobe-Japan1; CID+16763
5E35 E0100; Adobe-Japan1; CID+16766
5E36 E0100; Adobe-Japan1; CID+16768
5E37 E0100; Adobe-Japan1; CID+16770
5E38 E0100; Adobe-Japan1; CID+16772
5E3D E0100; Adobe-Japan1; CID+16777
5E3D E0101; Adobe-Japan1; CID+62284
5E3E E0100; Adobe-Japan1; CID+16778
5E40 E0100; Adobe-Japan1; CID+16781
5E43 E0100; Adobe-Japan1; CID+16784
5E43 E0101; Adobe-Japan1; CID+62285
5E44 E0100; Adobe-Japan1; CID+16786
5E45 E0100; Adobe-Japan1; CID+16788
5E47 E0100; Adobe-Japan1; CID+16790
5E49 E0100; Adobe-Japan1; CID+16792
5E4B E0100; Adobe-Japan1; CID+16794
5E4C E0100; Adobe-Japan1; CID+16797
5E4E E0100; Adobe-Japan1; CID+16799
5E50 E0100; Adobe-Japan1; CID+16802
5E51 E0100; Adobe-Japan1; CID+16804
5E54 E0100; Adobe-Japan1; CID+16807
5E54 E0101; Adobe-Japan1; CID+62286
5E55 E0100; Adobe-Japan1; CID+16809
5E56 E0100; Adobe-Japan1; CID+16811
5E57 E0100; Adobe-Japan1; CID+16812
5E58 E0100; Adobe-Japan1; CID+16813
5E5B E0100; Adobe-Japan1; CID+16816
5E5C E0100; Adobe-Japan1; CID+16818
5E5E E0100; Adobe-Japan1; CID+16821
5E5F E0100; Adobe-Japan1; CID+16824
5E61 E0100; Adobe-Japan1; CID+16827
5E62 E0100; Adobe-Japan1; CID+16830
5E63 E0100; Adobe-Japan1; CID+16832
5E63 E0101; Adobe-Japan1; CID+62287
5E64 E0100; Adobe-Japan1; CID+16834
5E64 E0101; Adobe-Japan1; CID+62288
5E68 E0100; Adobe-Japan1; CID+16840
5E6A E0100; Adobe-Japan1; CID+16844
5E6B E0100; Adobe-Japan1; CID+16847
5E6C E0100; Adobe-Japan1; CID+16848
5E6D E0100; Adobe-Japan1; CID+16849
5E6E E0100; Adobe-Japan1; CID+16851
5E70 E0100; Adobe-Japan1; CID+16855
5E72 E0100; Adobe-Japan1; CID+16862
5E73 E0100; Adobe-Japan1; CID+16863
5E73 E0101; Adobe-Japan1; CID+62289
5E74 E0100; Adobe-Japan1; CID+16864
5E75 E0100; Adobe-Japan1; CID+16865
5E76 E0100; Adobe-Japan1; CID+16868
5E77 E0100; Adobe-Japan1; CID+16870
5E78 E0100; Adobe-Japan1; CID+16871
5E79 E0100; Adobe-Japan1; CID+16873
5E7A E0100; Adobe-Japan1; CID+16875
5E7B E0100; Adobe-Japan1; CID+16877
5E7C E0100; Adobe-Japan1; CID+16879
5E7D E0100; Adobe-Japan1; CID+16881
5E7E E0100; Adobe-Japan1; CID+16884
5E7E E0101; Adobe-Japan1; CID+62290
5E7F E0100; Adobe-Japan1; CID+16887
5E80 E0100; Adobe-Japan1; CID+16889
5E81 E0100; Adobe-Japan1; CID+16892
5E83 E0100; Adobe-Japan1; CID+16895
5E84 E0100; Adobe-Japan1; CID+16897
5E87 E0100; Adobe-Japan1; CID+16901
5E8A E0100; Adobe-Japan1; CID+16907
5E8B E0100; Adobe-Japan1; CID+16909
5E8E E0100; Adobe-Japan1; CID+16914
5E8F E0100; Adobe-Japan1; CID+16916
5E95 E0100; Adobe-Japan1; CID+16924
5E96 E0100; Adobe-Japan1; CID+61952
5E96 E0101; Adobe-Japan1; CID+16927
5E97 E0100; Adobe-Japan1; CID+16929
5E99 E0100; Adobe-Japan1; CID+16932
5E9A E0100; Adobe-Japan1; CID+16934
5E9C E0100; Adobe-Japan1; CID+16938
5EA0 E0100; Adobe-Japan1; CID+16943
5EA2 E0100; Adobe-Japan1; CID+16946
5EA4 E0100; Adobe-Japan1; CID+16949
5EA5 E0100; Adobe-Japan1; CID+16952
5EA6 E0100; Adobe-Japan1; CID+16954
5EA7 E0100; Adobe-Japan1; CID+16956
5EA7 E0101; Adobe-Japan1; CID+61693
5EA8 E0100; Adobe-Japan1; CID+16958
5EAA E0100; Adobe-Japan1; CID+16962
5EAB E0100; Adobe-Japan1; CID+16964
5EAC E0100; Adobe-Japan1; CID+16966
5EAD E0100; Adobe-Japan1; CID+16969
5EAD E0101; Adobe-Japan1; CID+62291
5EB1 E0100; Adobe-Japan1; CID+16975
5EB3 E0100; Adobe-Japan1; CID+16980
5EB5 E0100; Adobe-Japan1; CID+16983
5EB6 E0100; Adobe-Japan1; CID+16986
5EB7 E0100; Adobe-Japan1; CID+16988
5EB8 E0100; Adobe-Japan1; CID+16992
5EB9 E0100; Adobe-Japan1; CID+16995
5EBD E0100; Adobe-Japan1; CID+17001
5EBE E0100; Adobe-Japan1; CID+17004
5EBF E0100; Adobe-Japan1; CID+17006
5EC1 E0100; Adobe-Japan1; CID+17009
5EC2 E0100; Adobe-Japan1; CID+17011
5EC3 E0100; Adobe-Japan1; CID+17013
5EC6 E0100; Adobe-Japan1; CID+17017
5EC8 E0100; Adobe-Japan1; CID+17021
5EC9 E0100; Adobe-Japan1; CID+58906
5EC9 E0101; Adobe-Japan1; CID+17024
5ECA E0100; Adobe-Japan1; CID+17026
5ECA E0101; Adobe-Japan1; CID+58899
5ECA E0102; Adobe-Japan1; CID+62292
5ECB E0100; Adobe-Japan1; CID+17028
5ECB E0101; Adobe-Japan1; CID+62293
5ECC E0100; Adobe-Japan1; CID+17032
5ECE E0100; Adobe-Japan1; CID+17036
5ECF E0100; Adobe-Japan1; CID+17038
5ECF E0101; Adobe-Japan1; CID+62294
5ED0 E0100; Adobe-Japan1; CID+17040
5ED0 E0101; Adobe-Japan1; CID+62295
5ED1 E0100; Adobe-Japan1; CID+17044
5ED2 E0100; Adobe-Japan1; CID+17046
5ED3 E0100; Adobe-Japan1; CID+17049
5ED4 E0100; Adobe-Japan1; CID+17051
5ED5 E0100; Adobe-Japan1; CID+17055
5ED6 E0100; Adobe-Japan1; CID+17058
5ED9 E0100; Adobe-Japan1; CID+17065
5EDA E0100; Adobe-Japan1; CID+17067
5EDB E0100; Adobe-Japan1; CID+17069
5EDC E0100; Adobe-Japan1; CID+17072
5EDD E0100; Adobe-Japan1; CID+17074
5EDE E0100; Adobe-Japan1; CID+17076
5EDF E0100; Adobe-Japan1; CID+61953
5EDF E0101; Adobe-Japan1; CID+17078
5EE0 E0100; Adobe-Japan1; CID+17080
5EE0 E0101; Adobe-Japan1; CID+62296
5EE1 E0100; Adobe-Japan1; CID+17082
5EE2 E0100; Adobe-Japan1; CID+17085
5EE3 E0100; Adobe-Japan1; CID+17087
5EE3 E0101; Adobe-Japan1; CID+62297
5EE3 E0102; Adobe-Japan1; CID+62298
5EE5 E0100; Adobe-Japan1; CID+17092
5EE8 E0100; Adobe-Japan1; CID+17098
5EE9 E0100; Adobe-Japan1; CID+17101
5EEB E0100; Adobe-Japan1; CID+17105
5EEC E0100; Adobe-Japan1; CID+17107
5EF0 E0100; Adobe-Japan1; CID+17114
5EF1 E0100; Adobe-Japan1; CID+17116
5EF3 E0100; Adobe-Japan1; CID+17121
5EF4 E0100; Adobe-Japan1; CID+17124
5EF6 E0100; Adobe-Japan1; CID+17127
5EF6 E0101; Adobe-Japan1; CID+62299
5EF6 E0102; Adobe-Japan1; CID+62300
5EF7 E0100; Adobe-Japan1; CID+17130
5EF7 E0101; Adobe-Japan1; CID+62301
5EF8 E0100; Adobe-Japan1; CID+17132
5EF9 E0100; Adobe-Japan1; CID+17134
5EFA E0100; Adobe-Japan1; CID+17136
5EFA E0101; Adobe-Japan1; CID+62302
5EFB E0100; Adobe-Japan1; CID+61954
5EFB E0101; Adobe-Japan1; CID+17138
5EFC E0100; Adobe-Japan1; CID+17140
5EFD E0100; Adobe-Japan1; CID+17142
5EFE E0100; Adobe-Japan1; CID+17143
5EFF E0100; Adobe-Japan1; CID+17144
5F00 E0100; Adobe-Japan1; CID+17145
5F01 E0100; Adobe-Japan1; CID+17146
5F02 E0100; Adobe-Japan1; CID+17148
5F03 E0100; Adobe-Japan1; CID+17151
5F04 E0100; Adobe-Japan1; CID+17153
5F06 E0100; Adobe-Japan1; CID+17156
5F07 E0100; Adobe-Japan1; CID+17158
5F08 E0100; Adobe-Japan1; CID+17160
5F09 E0100; Adobe-Japan1; CID+17164
5F0A E0100; Adobe-Japan1; CID+17165
5F0A E0101; Adobe-Japan1; CID+62303
5F0B E0100; Adobe-Japan1; CID+17167
5F0C E0100; Adobe-Japan1; CID+17168
5F0D E0100; Adobe-Japan1; CID+17169
5F0E E0100; Adobe-Japan1; CID+17171
5F0F E0100; Adobe-Japan1; CID+17173
5F10 E0100; Adobe-Japan1; CID+17174
5F11 E0100; Adobe-Japan1; CID+17175
5F13 E0100; Adobe-Japan1; CID+17179
5F14 E0100; Adobe-Japan1; CID+17181
5F15 E0100; Adobe-Japan1; CID+17183
5F16 E0100; Adobe-Japan1; CID+17185
5F17 E0100; Adobe-Japan1; CID+17186
5F18 E0100; Adobe-Japan1; CID+17188
5F19 E0100; Adobe-Japan1; CID+17190
5F1B E0100; Adobe-Japan1; CID+17194
5F1C E0100; Adobe-Japan1; CID+17197
5F1D E0100; Adobe-Japan1; CID+17199
5F1E E0100; Adobe-Japan1; CID+17201
5F1F E0100; Adobe-Japan1; CID+17203
5F21 E0100; Adobe-Japan1; CID+17206
5F22 E0100; Adobe-Japan1; CID+17208
5F23 E0100; Adobe-Japan1; CID+17210
5F24 E0100; Adobe-Japan1; CID+17212
5F25 E0100; Adobe-Japan1; CID+17215
5F26 E0100; Adobe-Japan1; CID+17218
5F27 E0100; Adobe-Japan1; CID+17220
5F28 E0100; Adobe-Japan1; CID+17223
5F29 E0100; Adobe-Japan1; CID+17225
5F2B E0100; Adobe-Japan1; CID+17229
5F2C E0100; Adobe-Japan1; CID+17230
5F2D E0100; Adobe-Japan1; CID+17231
5F2D E0101; Adobe-Japan1; CID+62304
5F2E E0100; Adobe-Japan1; CID+17234
5F2F E0100; Adobe-Japan1; CID+17236
5F30 E0100; Adobe-Japan1; CID+17238
5F31 E0100; Adobe-Japan1; CID+17241
5F31 E0101; Adobe-Japan1; CID+62305
5F34 E0100; Adobe-Japan1; CID+17246
5F35 E0100; Adobe-Japan1; CID+17248
5F36 E0100; Adobe-Japan1; CID+17250
5F37 E0100; Adobe-Japan1; CID+17252
5F38 E0100; Adobe-Japan1; CID+17254
5F38 E0101; Adobe-Japan1; CID+62306
5F3A E0100; Adobe-Japan1; CID+17257
5F3B E0100; Adobe-Japan1; CID+17259
5F3C E0100; Adobe-Japan1; CID+17261
5F3D E0100; Adobe-Japan1; CID+17263
5F3E E0100; Adobe-Japan1; CID+17265
5F3F E0100; Adobe-Japan1; CID+17266
5F40 E0100; Adobe-Japan1; CID+17268
5F41 E0100; Adobe-Japan1; CID+17270
5F44 E0100; Adobe-Japan1; CID+17275
5F45 E0100; Adobe-Japan1; CID+17278
5F45 E0101; Adobe-Japan1; CID+62307
5F47 E0100; Adobe-Japan1; CID+17281
5F48 E0100; Adobe-Japan1; CID+17283
5F4A E0100; Adobe-Japan1; CID+17288
5F4C E0100; Adobe-Japan1; CID+17291
5F4D E0100; Adobe-Japan1; CID+17293
5F4E E0100; Adobe-Japan1; CID+17296
5F50 E0100; Adobe-Japan1; CID+17299
5F50 E0101; Adobe-Japan1; CID+1365
5F51 E0100; Adobe-Japan1; CID+17301
5F53 E0100; Adobe-Japan1; CID+17304
5F54 E0100; Adobe-Japan1; CID+17305
5F56 E0100; Adobe-Japan1; CID+17310
5F57 E0100; Adobe-Japan1; CID+17312
5F58 E0100; Adobe-Japan1; CID+17315
5F59 E0100; Adobe-Japan1; CID+17318
5F5B E0100; Adobe-Japan1; CID+17321
5F5C E0100; Adobe-Japan1; CID+17323
5F5D E0100; Adobe-Japan1; CID+17325
5F60 E0100; Adobe-Japan1; CID+17331
5F61 E0100; Adobe-Japan1; CID+17333
5F62 E0100; Adobe-Japan1; CID+17334
5F62 E0101; Adobe-Japan1; CID+61857
5F63 E0100; Adobe-Japan1; CID+17335
5F64 E0100; Adobe-Japan1; CID+17337
5F65 E0100; Adobe-Japan1; CID+17339
5F66 E0100; Adobe-Japan1; CID+17341
5F67 E0100; Adobe-Japan1; CID+17343
5F69 E0100; Adobe-Japan1; CID+17345
5F69 E0101; Adobe-Japan1; CID+62308
5F6A E0100; Adobe-Japan1; CID+17346
5F6B E0100; Adobe-Japan1; CID+17349
5F6B E0101; Adobe-Japan1; CID+61858
5F6C E0100; Adobe-Japan1; CID+17352
5F6D E0100; Adobe-Japan1; CID+17353
5F6F E0100; Adobe-Japan1; CID+17355
5F70 E0100; Adobe-Japan1; CID+17357
5F71 E0100; Adobe-Japan1; CID+17359
5F72 E0100; Adobe-Japan1; CID+17361
5F73 E0100; Adobe-Japan1; CID+17364
5F74 E0100; Adobe-Japan1; CID+17365
5F75 E0100; Adobe-Japan1; CID+17366
5F77 E0100; Adobe-Japan1; CID+17369
5F78 E0100; Adobe-Japan1; CID+17371
5F79 E0100; Adobe-Japan1; CID+17374
5F7A E0100; Adobe-Japan1; CID+17376
5F7C E0100; Adobe-Japan1; CID+17378
5F7D E0100; Adobe-Japan1; CID+17379
5F7E E0100; Adobe-Japan1; CID+17382
5F7F E0100; Adobe-Japan1; CID+17385
5F80 E0100; Adobe-Japan1; CID+17387
5F80 E0101; Adobe-Japan1; CID+62309
5F81 E0100; Adobe-Japan1; CID+17389
5F82 E0100; Adobe-Japan1; CID+17390
5F83 E0100; Adobe-Japan1; CID+17391
5F84 E0100; Adobe-Japan1; CID+17392
5F85 E0100; Adobe-Japan1; CID+17394
